ds,yhat,yhat_lower,yhat_upper
2020-03-26,115209.0583897982,53223.07103911823,172928.90511942012
2020-03-27,120482.21340404438,61832.553140074284,177028.20306419244
2020-03-28,153018.93742104887,96655.80838559166,212609.98126034217
2020-03-29,202452.84638659938,144269.94957586649,257359.22649146154
2020-03-30,221245.07142135428,161637.96590978542,281991.3301483229
2020-03-31,154041.42796582333,91527.44883332246,212446.0511797823
2020-04-01,96758.42398822008,37426.367826933645,151574.32453095555
2020-04-02,113469.70696640249,52171.60173800557,174425.19234665594
2020-04-03,119728.79731217334,61092.04139484043,178655.55579433448
2020-04-04,153244.7160045267,92978.41392722078,212252.56343515805
2020-04-05,203620.8336261754,143901.46542958065,263633.0429662149
2020-04-06,223273.60359485622,166698.59585626418,285789.3527656985
2020-04-07,156803.31066639844,99446.63566232762,215209.473470676
2020-04-08,100151.37467075573,43085.36833112761,160649.85776731232
2020-04-09,117405.51804448527,57756.52927734398,176949.27094456437
2020-04-10,124070.75654644378,67808.80580632408,187267.95389812064
2020-04-11,157865.7657476142,99341.99926792314,216209.81370223337
2020-04-12,208385.91612981074,147927.56363400002,270754.18781829823
2020-04-13,228026.83300533012,170976.29133242086,285399.97419026884
2020-04-14,161368.09442420982,102231.99612661092,219043.0396762382
2020-04-15,104401.21555324901,47818.98869554116,166015.07674843885
2020-04-16,121252.93016401038,66224.8182176798,180524.126439254
2020-04-17,127403.85821274586,63980.04432025932,192194.24099734076
2020-04-18,160605.08642021005,98515.01397183709,221352.01862846
2020-04-19,210464.9079420589,146896.07413062765,271591.8218925724
2020-04-20,229376.7906149873,170016.8484551522,288205.2885720372
2020-04-21,161915.6937447646,100515.48830333671,221241.30736587904
2020-04-22,104136.46175009383,46796.04145340842,169423.2137803258
2020-04-23,120215.02166501363,56912.35750029281,179929.23316606483
2020-04-24,125614.61499576636,63785.96550227633,186239.4600919086
2020-04-25,158122.5650566434,97938.25999582592,217428.38103404612
2020-04-26,207360.75539168715,150775.54090249442,271466.075727543
2020-04-27,225718.11747385198,171899.66584260968,285178.58973232703
2020-04-28,157759.7313800358,96688.24132004273,214037.85969048546
2020-04-29,99595.85805057305,42277.59745546989,159220.95672230356
2020-04-30,115441.32352657904,53153.229855225974,170258.9516835394
2020-05-01,120729.62465316804,64677.81986520275,182796.25950107267
2020-05-02,153270.22105281267,97888.14237495432,215054.21482016385
2020-05-03,202683.10911232993,139176.27532118268,260970.04041353698
2020-05-04,221336.19569178455,167662.10778412383,280183.69297626073
2020-05-05,153767.5502426768,94033.04390365754,211703.0715358171
2020-05-06,96125.43612011443,34552.74706879795,158004.28946859002
2020-05-07,112648.38908116301,50964.7747125029,174531.35848073178
2020-05-08,118721.27025146806,60550.427429298215,178597.10646798657
2020-05-09,152160.97606312056,93250.21740062196,209910.5289802312
2020-05-10,202571.07448941603,139995.4176621414,259548.97750795505
2020-05-11,222280.7255047268,160795.1029817287,283415.213448641
2020-05-12,155780.09909191413,97611.67244331144,212433.22825835715
2020-05-13,99252.23619154263,40853.66059666828,156435.73782444518
2020-05-14,116955.99382386968,58108.21834609102,179215.85716670816
2020-05-15,124213.38421825694,63998.12552447703,183489.33731701729
2020-05-16,158846.34575501631,102163.7918632447,214312.48406629628
2020-05-17,210435.79769535718,150308.12162929095,267998.0635216352
2020-05-18,231267.14811374212,173092.71409083027,288149.07803459757
2020-05-19,165782.98502237562,105317.40771299097,222946.2021920346
2020-05-20,110207.46104208128,53917.56728165049,172694.44379405357
2020-05-21,128823.16399035706,73521.6708348367,187567.760536384
2020-05-22,136890.94636987467,78327.61342247426,191878.37035599785
2020-05-23,172243.9058721514,109867.68518810555,232102.5288152954
2020-05-24,224447.78463971431,161351.45603127574,286513.91649010504
2020-05-25,245752.93113381838,185349.510021308,305390.1117756815
2020-05-26,180564.1222505972,120616.91206793473,236669.87017031084
2020-05-27,125157.32261179441,65964.78841356699,183601.8858555294
2020-05-28,143850.32584848246,85220.57077085951,206822.35142832866
2020-05-29,151854.91506599847,92078.83026203778,209897.40191193038
2020-05-30,187030.63013594772,128210.38106172133,250029.41051984942
2020-05-31,238939.64467435193,183492.09242078324,296733.17152432486
2020-06-01,259808.82891875296,197587.26231005168,315294.8226442257
2020-06-02,194013.41868784567,133321.58752306632,250416.44367511396
2020-06-03,137897.10858858106,80823.46686174025,203212.36454877257
2020-06-04,155831.2541411315,97769.74655444294,215897.4860850396
2020-06-05,162984.83450507224,99376.17475302577,218528.99836113292
2020-06-06,197253.29380268173,139279.74301440243,256999.16810802394
2020-06-07,248207.57516779093,192054.51634655523,308368.385542922
2020-06-08,268056.56688594306,207355.20429411318,322937.21413255343
2020-06-09,201152.718117808,138767.73245300743,259245.29737413302
2020-06-10,143920.5857289076,87450.37995393403,202750.4271391554
2020-06-11,160790.65081103318,102190.6846375749,219011.87606717643
2020-06-12,166889.32394067734,105528.75145636407,226779.14020200534
2020-06-13,200152.46125170775,141462.8124230187,264018.9548209142
2020-06-14,250157.8186474775,192177.575152669,313256.4101997954
2020-06-15,269094.72007260716,209662.9387149175,324701.8130047131
2020-06-16,201289.50810265337,142897.50408200498,264084.8300828321
2020-06-17,143242.57179580344,86928.77120070976,203341.1198040268
2020-06-18,159436.83780580095,99606.16275936979,217659.57572745503
2020-06-19,164947.91209225365,102750.09047022465,223795.91790367453
2020-06-20,197742.39851991038,137901.63502735645,257892.89529821323
2020-06-21,247393.93417128554,185151.899107019,307263.0861799522
2020-06-22,266061.38287305715,202792.01904261782,325251.03812955733
2020-06-23,198030.44204223726,141215.30516743715,257495.78953167447
2020-06-24,139863.99043079934,80590.53374533623,200821.2145586578
2020-06-25,156084.79641510223,96669.39341185891,217251.42833760142
2020-06-26,161702.9601492773,102999.32548991288,221123.0914764017
2020-06-27,194703.03179144333,136368.12264083544,252937.2771152602
2020-06-28,244641.4837396257,186885.54525417413,300823.76968738425
2020-06-29,263630.8581208345,200517.4267046602,320209.24222493346
2020-06-30,195905.94166798407,135446.6653101709,255658.75457570594
2020-07-01,138085.0328985406,76076.18710219508,197722.83434295433
2020-07-02,154723.2694009983,96548.78306023465,211418.0896513499
2020-07-03,160757.26380928495,101053.23281069775,217663.9460660168
2020-07-04,194185.44364820304,134520.74161863443,249418.06905802814
2020-07-05,244544.51423122262,183095.55970342256,303158.7735983323
2020-07-06,263901.70559548575,205637.75889347034,324816.68871114845
2020-07-07,196442.16659712716,133524.36904563248,255680.2015400959
2020-07-08,138843.8640788794,80995.65224187249,199627.85079671486
2020-07-09,155700.60959519743,100175.42530062377,218487.58386304107
2020-07-10,161883.74017337308,100040.56352682391,218991.5997166452
2020-07-11,195415.47803275782,137398.4810769457,253371.66414138762
2020-07-12,245824.1336224803,188383.8815086161,304705.1913738063
2020-07-13,265144.1581369025,202229.00645260458,320491.32269219955
2020-07-14,197524.42644346834,136792.2206779089,256751.2343184267
2020-07-15,139716.4094041409,79350.81775379332,196582.35366804947
2020-07-16,156366.55622773958,99483.58104110275,216930.217712735
2020-07-17,162294.532038101,105043.09154284302,218846.05381391654
2020-07-18,195559.3269295291,133941.99175592713,255839.40673661925
2020-07-19,245692.76571496407,186653.97664568547,306495.8677631643
2020-07-20,264706.9730557519,209801.04687369592,323398.5803206845
2020-07-21,196723.22442165378,134122.5849057973,257002.59771341342
2020-07-22,138573.35392367127,75362.43554651014,197522.62116350394
2020-07-23,154961.04240047612,96250.06326029808,214225.5217971561
2020-07-24,160656.37981792618,98930.80130623521,217061.16742430106
2020-07-25,193754.82764410833,133555.82968580117,251444.6106904365
2020-07-26,243788.84359306653,184974.97632692408,304270.6257731073
2020-07-27,262742.8596646388,205492.7498103749,322326.28866389504
2020-07-28,194702.8635289022,134858.09417425375,255252.69916559712
2020-07-29,136571.23611833333,76630.69274505792,197881.70666617097
2020-07-30,153097.10554883775,97602.83734920462,213235.7206893784
2020-07-31,158987.53515857286,94818.87692808644,219818.6052456982
2020-08-01,192359.80770828077,133852.02314353865,251838.68127904428
2020-08-02,242731.5341486808,177431.6546686266,304231.43583868747
2020-08-03,262043.59048609925,202617.4352893898,321108.2186729104
2020-08-04,194330.89686468276,131197.77033458976,256665.56651027862
2020-08-05,136551.16053750616,80226.77278649263,196247.87553965478
2020-08-06,153484.76600388982,96557.72561002422,214014.25991785474
2020-08-07,159763.04013131486,101861.86196623032,216988.85480456098
2020-08-08,193514.2771759014,129295.05245405654,251097.19842810332
2020-08-09,244232.70533374674,186191.39813023695,302355.6816497635
2020-08-10,263809.69905544014,206074.43399638767,323395.63946838304
2020-08-11,196226.00496575978,138029.6266192113,251787.37456905228
2020-08-12,138494.56308297947,76440.47723333212,195274.21876490678
2020-08-13,155430.02322148145,95781.98806134087,213199.6639335787
2020-08-14,161594.08997665142,101787.38240245976,220671.90639833422
2020-08-15,195135.20194244102,135246.02712206444,254454.001071904
2020-08-16,245536.18075060248,187441.8485708013,304980.5465654494
2020-08-17,264653.45798299904,204872.91437204974,319135.53892361064
2020-08-18,196430.4070872361,136106.03766010137,254532.15968418095
2020-08-19,137953.83019697978,81382.88744628947,193221.41830554206
2020-08-20,154092.62675631122,99271.50855997304,211735.2644785147
2020-08-21,159359.6951037263,101466.75169044937,217135.07288041225
2020-08-22,191944.7074380243,132276.8137148727,253296.0275888706
2020-08-23,241339.8630835566,181749.1716799137,300896.6608180139
2020-08-24,259386.54792634732,197086.7215305057,318625.8341239584
2020-08-25,190009.20310137165,132332.1770596637,246373.19771466134
2020-08-26,130384.93750248995,70977.9760782038,187776.65828533197
2020-08-27,145450.85398759932,82551.03232620031,207574.60901046632
2020-08-28,149682.07315968056,86377.6316260725,207575.86294213112
2020-08-29,181317.24338416083,125722.83611654649,241243.07980193474
2020-08-30,229862.1228984064,165876.19710607038,286404.23167380516
2020-08-31,247143.49104004336,183221.77962965987,302901.6140785179
2020-09-01,177063.47441000954,119167.23193872548,234957.11902703586
2020-09-02,116882.31116533969,59033.812828442824,174942.2309521618
2020-09-03,131594.4672950822,74274.69394701847,190891.38158512206
2020-09-04,135623.01941145782,74124.21878601747,197751.16875263944
2020-09-05,167238.23585582108,107517.63427100818,229733.88629580574
2020-09-06,215939.41485319712,155812.03991007316,274543.02780706604
2020-09-07,233516.55508184346,170274.5608053174,296739.35578381876
2020-09-08,163825.7138860634,101800.39598425462,222519.42981215505
2020-09-09,104185.54949580478,41300.314565494446,162007.90224780006
2020-09-10,119622.88787903135,62363.45122681122,175105.25292467116
2020-09-11,124484.14096073863,67247.17554945634,180560.35472582316
2020-09-12,157047.63193659694,94591.55996380997,216900.25486839988
2020-09-13,206784.33990270746,147511.84592743652,266179.83659082704
2020-09-14,225427.9384741649,168263.35754411842,281224.02394682
2020-09-15,156771.7349359903,98343.62664867904,218142.72920666882
2020-09-16,98179.462835004,37069.1959739805,160155.73777899786
2020-09-17,114700.68076679899,56540.13934134365,172152.8176936264
2020-09-18,120599.50409875393,63108.12917946896,178947.8568982071
2020-09-19,154160.8399301278,99640.60617156814,211539.16245114667
2020-09-20,204830.084798248,144451.59766778472,269458.1684505234
2020-09-21,224291.45631288347,165019.17299295054,285077.98081583454
2020-09-22,156286.31729784835,98670.09903286211,218078.11135341768
2020-09-23,98237.90619379966,34849.85503752237,160105.16179725918
2020-09-24,115236.14639455378,56006.601258901246,173717.59349884465
2020-09-25,121483.17238158098,58531.87969178914,181037.27340868075
2020-09-26,155292.87171150016,95936.09005100699,215539.9007190518
2020-09-27,206108.8665130219,142980.002561193,268712.7677378612
2020-09-28,225590.42128901274,165585.82629826738,281931.86029510986
2020-09-29,157451.40845880288,98855.63967687788,216854.96166541768
2020-09-30,99198.22817942906,39291.85947541453,165669.3190616249
2020-10-01,115983.29749359125,57843.70253669572,173809.6383024783
2020-10-02,121966.6800910784,62778.96623506789,179601.40614910523
2020-10-03,155508.30597970766,96569.94145053547,214593.52266991607
2020-10-04,206063.68890577572,145110.4963042296,266237.0424850476
2020-10-05,225276.96188524726,164460.06337482546,284261.57044361794
2020-10-06,156840.15045277937,98171.05113023844,217004.1476868606
2020-10-07,98344.07511335066,36317.223630313,157187.13655473865
2020-10-08,115000.44903194148,54697.21274013852,174235.9491073187
2020-10-09,120919.68037253384,60617.33740288831,185612.94729626377
2020-10-10,154495.97945037423,96967.6518940614,212382.71140258518
2020-10-11,205181.15912485443,147711.3108748359,263628.0131785207
2020-10-12,224585.27459409283,163287.20953301332,284801.03445372864
2020-10-13,156356.79855239522,97135.36265960838,213411.43064625195
2020-10-14,98147.20256714858,42098.78376461872,157734.84505800172
2020-10-15,115202.44269201031,56705.77608153777,174941.63960544296
2020-10-16,121557.77496553955,64923.338238394164,177627.3891898347
2020-10-17,155616.62756666588,97818.78653448686,215874.40733082138
2020-10-18,206803.3727217932,145249.84275435517,267451.29732378776
2020-10-19,226672.44342197577,167542.55959475113,282690.16214736225
2020-10-20,158810.2401793008,98054.64906973625,216320.2011021629
2020-10-21,100914.15151548492,42005.52922190512,157203.52424574347
2020-10-22,118254.09303429542,56684.2238842163,177794.19106898707
2020-10-23,124784.88392021779,67038.73431876753,189867.62030688918
2020-10-24,158919.29404039696,94219.95550847854,221180.5638649108
2020-10-25,210060.04269566663,148518.45154561277,272220.97085688694
2020-10-26,229717.48030908927,168944.37350612853,289972.0232862764
2020-10-27,161433.13938638344,101300.37900343254,215844.15024606747
2020-10-28,102972.92797812153,44018.2942856549,166085.06738525454
2020-10-29,119658.27909005358,65304.55219828829,180187.27350612116
2020-10-30,125395.4749778971,63646.1982141215,184454.47771948372
2020-10-31,158642.09789085525,99311.18307571039,215068.0522986971
2020-11-01,208817.34309254293,149907.3318576627,270761.4829666195
2020-11-02,227427.2330292587,163974.33562371408,285332.8849147357
2020-11-03,158008.68545010916,97781.43369404977,213830.33803810558
2020-11-04,98435.6870341122,38370.25335111814,154768.9282541962
2020-11-05,114118.8260378944,57147.43139223678,169422.94779737375
2020-11-06,118950.33637471512,59822.76718055098,177222.4686547181
2020-11-07,151462.75745598064,87917.01465922988,211692.6639377595
2020-11-08,201116.4348919832,143657.81497720536,263616.2471447244
2020-11-09,219431.24212426043,163448.49926819478,280304.83353517466
2020-11-10,149950.2741094711,92551.43989549477,207474.83500867354
2020-11-11,90658.27205105053,32864.6049577233,150695.4633650356
2020-11-12,107048.9983479496,47583.11919924514,165364.443986463
2020-11-13,112985.66885468889,50382.87337658474,171603.01526180812
2020-11-14,147051.71578301332,84292.02599367373,203977.76479828564
2020-11-15,198715.606242816,141109.56450837656,259359.87671571926
2020-11-16,219469.44236568207,160342.86728270163,284312.2102248518
2020-11-17,152812.89084621155,91348.76383825579,212334.15258784255
2020-11-18,96784.70041154567,39331.2631048887,154882.3011441896
2020-11-19,116898.97780620617,60982.03813518523,177449.0097196107
2020-11-20,126922.26381483272,66176.48308763884,183557.14797383526
2020-11-21,165417.82571609886,109142.8522655945,227213.84405432295
2020-11-22,221789.3600629629,160354.09531765364,279872.8885518697
2020-11-23,247428.14219368645,192101.5355349561,309278.3326641001
2020-11-24,185718.92805895323,124300.37307910048,242652.99605237227
2020-11-25,134686.324795402,77052.95984851368,194735.88575201007
2020-11-26,159801.7088544501,100392.72329021894,217584.3692554829
2020-11-27,174678.6239175569,118185.45532457247,231790.33612147623
2020-11-28,217812.17492513644,160723.1412292642,275656.84734354593
2020-11-29,278503.0395842597,214349.15413141146,334416.78301184525
2020-11-30,308014.4055903999,242480.46660827595,368206.8427534045
2020-12-01,249600.86208551493,188290.91659576423,310170.26879614213
2020-12-02,201270.389675493,142356.55990126054,255371.30011927892
2020-12-03,228462.41161505337,168060.99500960595,286518.7308406054
2020-12-04,244661.71100540488,184218.34267274264,305227.598985381
2020-12-05,288332.81905200356,231319.29668628116,348619.4269266499
2020-12-06,348723.919268214,287325.76006777765,412510.1831879779
2020-12-07,377032.8512167785,320986.68391261133,435069.54573947116
2020-12-08,316457.976272514,259533.62488500727,381740.1633638351
2020-12-09,265074.49596203974,207080.5446672857,326286.12598269916
2020-12-10,288382.09460215183,228351.62712083675,346909.72595935105
2020-12-11,299835.6154370558,237931.7047534439,360017.61627674336
2020-12-12,337972.5014997103,280416.98577303335,398968.61503185367
2020-12-13,392094.51193563413,333706.7020725899,452251.6443374489
2020-12-14,413440.61893620313,353825.1552930104,470512.9687126505
2020-12-15,345257.6307148141,283472.5883095676,397809.43027487234
2020-12-16,285788.6279037196,230522.00063020553,344846.5202927644
2020-12-17,300688.0451916396,239832.59249460636,359335.2776050578
2020-12-18,303467.06186120136,245990.8878044829,360526.1825521262
2020-12-19,332812.2066707057,269747.20425190893,394972.80218101095
2020-12-20,378143.1984103379,317758.7654955662,435816.91928069806
2020-12-21,390791.2891989334,331995.78518692806,447291.80162400496
2020-12-22,314088.4738599233,254219.09845457072,373103.75223450095
2020-12-23,246467.17825365864,189564.44475771714,305370.59727068775
2020-12-24,253742.24014081582,192377.29110580325,312424.97495909623
2020-12-25,249470.81479486034,188402.63853711807,307812.79270592873
2020-12-26,272462.29116261104,212776.60845055484,328153.8222826742
2020-12-27,312212.74852078955,253340.37584368986,372426.52784819005
2020-12-28,320089.5725278189,257982.0618584075,379841.0210386786
2020-12-29,239440.3939602717,181308.2628505916,298673.58324031864
2020-12-30,168805.46308093003,106401.26632808217,228369.47254273834
2020-12-31,174068.22269017991,112355.38458819689,234951.58167612157
2021-01-01,168731.64226832543,111759.32056074934,229937.48139648337
2021-01-02,191621.53582667172,135159.75959716793,249573.25844791566
2021-01-03,232199.85438997427,172020.49292415357,292344.4430343252
2021-01-04,241757.87323349336,186101.42257293776,299771.5633669729
2021-01-05,163547.1847619373,104656.5368022318,222474.8890180034
2021-01-06,96107.05722836962,33649.682324278496,153034.40349112224
2021-01-07,105285.81979255345,46690.435823437,163658.02168947074
2021-01-08,104435.7165410338,45222.859279857745,165390.66136179338
2021-01-09,132311.54217238326,72867.51702618804,192512.8282056065
2021-01-10,178264.4688717005,118000.9849509418,236522.73633212864
2021-01-11,193445.24870878202,131371.7461686145,252607.34493745965
2021-01-12,120958.4192488513,58228.163643204425,179727.36052033294
2021-01-13,59305.49597506767,416.33773713042297,116525.78897317984
2021-01-14,74277.69306207438,18189.920191419413,128644.59354372602
2021-01-15,79069.48675784914,19086.474245033958,137558.8478749585
2021-01-16,112372.4235340073,47617.62383250302,170204.2433318288
2021-01-17,163449.00841384084,103498.09295471394,222498.21084362225
2021-01-18,183345.13698270716,126320.5809739616,239428.1345724529
2021-01-19,115066.43777419612,55297.26278281089,178565.65731267814
2021-01-20,57135.960862112406,-1464.1977416895181,115479.21899925993
2021-01-21,75356.6699592296,18227.71052434941,137344.3144249097
2021-01-22,82841.96358885591,21740.7447744616,144935.5162855977
2021-01-23,118302.76058754147,61210.91784347537,179660.23001958354
2021-01-24,170999.45771641372,116391.7789880907,230517.32733284953
2021-01-25,191961.55022588393,132485.02385023813,255261.1667683273
2021-01-26,124184.0697286105,66898.04255964396,184525.59433016626
2021-01-27,66297.77539518128,3846.1599432923977,123938.58922238142
2021-01-28,84199.51762264366,24014.157975086513,147119.09328098735
2021-01-29,90997.95416729373,29672.937905763967,150281.88930178402
2021-01-30,125492.3262292348,67227.91692727059,186185.69957506444
2021-01-31,177001.1088812732,115793.99234279028,236587.37709464747
2021-02-01,196587.6826107182,135980.6411340431,256722.48034934895
2021-02-02,127275.99030390619,67551.73669783924,182517.583900631
2021-02-03,67832.63145101428,7464.122173143222,130601.9474010955
2021-02-04,84264.78315221725,31675.74427355316,144961.18328518973
2021-02-05,89681.08380052188,26528.210561129432,148227.13415540234
2021-02-06,122962.35361559433,63233.671147230874,181952.35696716153
2021-02-07,173467.4607061156,115552.89287352879,230593.02358856972
2021-02-08,192265.8166846668,135325.06236057472,252071.6763722269
2021-02-09,122373.25170242724,58573.18959180322,181516.85615394474
2021-02-10,62647.20694802986,3209.288879177449,120389.15756116607
2021-02-11,79153.57088173322,15109.452734173221,136355.94427286004
2021-02-12,84944.21393684368,23319.306575695235,146048.46407887698
2021-02-13,118921.22316900713,57696.92105252442,173590.97486269102
2021-02-14,170421.59916181842,109931.80385578098,227813.85460849118
2021-02-15,190458.1955571865,132110.9397572192,249422.63553521672
2021-02-16,121977.39648157806,64821.38990846562,179189.01274477836
2021-02-17,63868.91782221437,7759.606248447623,125500.48053708977
2021-02-18,82202.95966249781,16574.080259126044,137315.98851998837
2021-02-19,89925.6513485193,30795.184209270126,150094.3931743327
2021-02-20,125917.89014411657,65086.124309290135,185071.47948767114
2021-02-21,179459.76647152606,119101.61044163548,237348.86851042314
2021-02-22,201480.63487204284,143620.33280990942,263516.3196326621
2021-02-23,134839.05947845706,74462.98479170691,192735.86580694528
2021-02-24,78447.46184289444,23822.092439738775,144160.36327495854
2021-02-25,98379.59934317635,39121.298796708776,160242.14290040004
2021-02-26,107483.70799685987,41952.21622478565,167365.89147836092
2021-02-27,144635.52123405857,81141.93857431016,200566.81354526198
2021-02-28,199081.8044843935,135764.66697501115,256824.80285725938
2021-03-01,221698.7641954433,164669.74752121273,284659.6324036244
2021-03-02,155293.31820617322,94104.83017507827,213474.09377044518
2021-03-03,98841.52499934785,37895.83482189605,154599.09441451298
2021-03-04,118465.23113589027,67310.85805784876,179779.78408949295
2021-03-05,126961.69479818994,65901.44094262131,190113.06224366464
2021-03-06,163249.5400038461,104533.6441755555,223343.93402435535
2021-03-07,216590.16048980848,157659.72715741003,274131.2823378612
2021-03-08,237853.26266593835,175123.5991531162,301059.6519316344
2021-03-09,169838.32224461602,111461.49673169488,229145.45790610154
2021-03-10,111625.74882145794,48597.65562928273,172699.16111133998
2021-03-11,129421.7727665749,72601.76067923207,190084.06490497274
2021-03-12,136003.75678093397,77854.098148468,195845.39206060613
2021-03-13,170358.44595865833,109651.51454366684,233288.88615109635
2021-03-14,221780.76638987235,161350.804074745,281722.13859804097
2021-03-15,241146.19981858172,179244.74326478186,301061.3246896051
2021-03-16,171252.29934774808,111034.27921184541,231078.34748316824
2021-03-17,111282.63536781422,50409.97516954843,168219.97189188044
2021-03-18,127520.13488117907,75779.50824749218,191131.69144292022
2021-03-19,132708.45067520367,73571.38755822291,188152.92367960562
2021-03-20,165883.019419837,106555.17074859879,224694.8571664264
2021-03-21,216347.8924926642,157022.40773634703,272783.5643983766
2021-03-22,234955.68520204307,175670.0300217747,300116.62717077666
2021-03-23,164469.9777463162,104897.02363007533,222540.95493292308
2021-03-24,104142.92849909005,45071.60913893488,164984.62278852653
2021-03-25,120297.98732804676,60799.351315037886,180166.25140485802
2021-03-26,125608.25508587461,64996.42722737543,188430.07367840223
2021-03-27,159121.2696849449,99675.90014251356,220181.7501260238
2021-03-28,210114.7535326818,152658.01139111674,267235.7081185327
2021-03-29,229384.96504106215,169958.49098824547,290427.79339043703
2021-03-30,159630.7369363589,102962.32828150122,220628.67793767666
2021-03-31,100145.41701669373,46890.93631067415,154318.0947243873
